t,id,loan,income_m,dti,rate_m,macro_neg,prior_defaults,beta,kappa,gamma,omega,eta,night_active_ratio,session_std,task_completion_ratio,spending_volatility,default
1,5,2692.7047255376074,5426.66775873137,0.04134987997015778,0.010199958317257897,0.10999791586289492,0,0.9455341580235376,0.4410061818630911,3.1840266395141477,0.03220520160037029,0.3597100669613993,0.350908901505509,0.9165517329215827,0.51284960949344,0.24987366876555928,0
1,7,3062.1818657405665,3297.9331769684145,0.07737628643513633,0.010199958317257897,0.10999791586289492,0,0.9536894811880918,0.39321293094661014,2.4784444520188345,-1.0882066930314618,0.47533418809331124,0.0,0.8366943496183677,0.4746450659139764,0.01,0
1,16,500.0,3389.3053911044103,0.0122935710591395,0.010199958317257897,0.10999791586289492,0,0.8535605996473559,0.6207104652820608,2.0865533375215213,1.6767990001803517,0.4455189497163052,0.4983436324943339,0.9147746259219967,0.20348547006017673,0.8173528341686528,0
1,19,1851.5210988163758,3431.054492599651,0.044969680672270286,0.010199958317257897,0.10999791586289492,0,0.9514178270236157,0.47623864615319084,2.205402657463802,1.3646821444356514,0.6627748614352399,0.19251260400217174,1.0043573447704546,0.2837849826705496,0.5695957867773899,0
1,22,500.0,2358.9840840124366,0.017662970661419263,0.010199958317257897,0.10999791586289492,0,0.8126552927817532,1.1018041124388906,3.1363320649275446,0.09166754961910258,0.6244133559755205,0.6584712864653695,1.3113597699644715,0.3127993177802673,0.9199663935602235,0
1,25,1781.7757929393924,3427.636218879745,0.0433188665881267,0.010199958317257897,0.10999791586289492,0,0.8640147877362409,0.3819131119017608,1.4942547332438512,-0.6475890551142132,0.29169948032090426,0.0,0.711419468451587,0.267931726162377,0.16140239138234447,0
1,28,653.237738086935,2096.5174627761594,0.02596519186719663,0.010199958317257897,0.10999791586289492,0,0.9397933246302638,0.6642707605177376,1.4021925012131533,0.2626943782652305,0.645838844729527,0.31056848010711097,1.307376296767971,0.39854033673541056,0.6160125312344709,0
1,30,500.0,2030.1819367381747,0.0205236121515351,0.010199958317257897,0.10999791586289492,0,0.9233985743116044,0.545220444310793,2.397823186056634,-0.4930344705536864,0.8229093995849138,0.18218189360074952,1.1216042136522215,0.5539536578660438,0.20934340152123418,1
1,33,500.0,2521.471505242234,0.016524742230891804,0.010199958317257897,0.10999791586289492,0,0.9147643366054123,0.8339174636992175,1.8078175920314277,-0.8573610614893955,0.7308478558909931,0.4219701444353173,1.0085702823619416,0.43840123861279695,0.18008741264758465,0
1,34,1101.5808448409925,847.6341771457151,0.108299554468022,0.010199958317257897,0.10999791586289492,0,0.7129233275530336,0.4574959430737796,1.9591349906546343,-0.2828917932909155,0.8123569860781139,0.2724446458657134,0.81234804343488,0.6541819325323389,0.22665486517080588,0
1,37,500.0,1511.9432560681469,0.027558353462961347,0.010199958317257897,0.10999791586289492,0,0.815883642352929,0.4505547813957489,1.9683425796765661,-0.9200683953218909,0.74560917137901,0.42742901058025795,0.8870817584377516,0.5173424389427723,0.22967548790916262,0
1,41,500.0,2298.9591760121957,0.018124143787077683,0.010199958317257897,0.10999791586289492,0,0.8994526772103515,0.6134637695389944,2.581375475756302,-0.49968272657214324,0.6572350378445359,0.4187560036545749,0.9836859495545889,0.3908822189101067,0.24034587084308448,0
1,42,500.0,4601.571377895426,0.00905487783299872,0.010199958317257897,0.10999791586289492,0,0.9540691025671805,0.6053948614450108,2.3183155982724735,1.0601173830998711,0.7052898270324067,0.22044462734983045,1.271142614434225,0.4460024940608511,0.6470792756376975,1
1,45,2876.6688850932346,2082.9174477896936,0.11508973019813458,0.010199958317257897,0.10999791586289492,0,0.8799262695605544,0.3981503644288129,2.5178991802457587,0.3989755528557787,0.9832766803040784,0.20843986174572857,0.6733139495803662,0.6351717552216837,0.5641818438038267,0
1,53,3525.63293170766,3809.1174883856,0.0771314471671738,0.010199958317257897,0.10999791586289492,0,0.9706088163663946,0.24957663043201261,2.2588743265130087,-1.597973354311888,0.4673627762821581,0.27679357443686375,0.6678180913478996,0.5754305428123776,0.01,0
1,54,3411.8939555652323,2840.3873324793276,0.10010060707069852,0.010199958317257897,0.10999791586289492,0,0.7599603297270736,0.3687645205969646,2.326778369199255,-1.3458611854328215,0.36805863076079454,0.3427210355507058,0.7395090504044326,0.748275585234665,0.01,0
1,55,2917.1785013440226,2711.0941191473416,0.08966793396379441,0.010199958317257897,0.10999791586289492,0,0.8350186684348215,0.61840529405646,2.467563980025339,0.16823303286891725,0.9372808317243146,0.5248029676697008,0.7578823140761359,0.4138864245448475,0.45450553114509257,1
1,61,500.0,4039.2536096340605,0.010315437131079644,0.010199958317257897,0.10999791586289492,0,0.8376802874171493,0.5756563595692584,1.9614423726594958,-2.1997408157044602,0.6844250994610503,0.3462366834599219,0.9099867297365481,0.37712650592069924,0.01,0
1,66,500.0,4431.477113927417,0.009402433002692275,0.010199958317257897,0.10999791586289492,0,0.9379364707562098,0.4452473684592735,2.093540394916343,0.9588158692133549,0.6588198510432128,0.4073556722105205,0.9830606071963828,0.47710268873443284,0.7387872007613375,0
1,70,704.9501765537456,1501.1047203898577,0.0391350764861284,0.010199958317257897,0.10999791586289492,0,0.8586810322571434,0.7911644308262024,1.5355927830792804,0.4442881828068604,0.6976819790734937,0.6377212640862379,1.313079848320227,0.3666383898846532,0.7005500171563285,0
1,71,500.0,2992.2737188943183,0.013924751069251447,0.010199958317257897,0.10999791586289492,0,0.9552943586534146,0.5757634012471279,1.8668686593632389,0.24751325612555602,0.9697526472335929,0.2711672054708863,1.0088421149671598,0.3911635844176675,0.30828482361785414,0
1,72,1102.071100227169,3366.336968934061,0.027281659322817186,0.010199958317257897,0.10999791586289492,0,0.8862228669455287,0.47273610217988726,2.633068363386008,0.7851837994464926,0.51247152652978,0.043066034692736205,0.78672537001944,0.29338858078690866,0.40958046459859837,0
1,76,500.0,3690.5573182742532,0.011290074390756374,0.010199958317257897,0.10999791586289492,0,0.9712593751768193,0.534508191756501,1.6818690406077206,0.5993783417606837,0.5221957252185817,0.22843209251303837,0.7646149460221461,0.283114252093869,0.6289810004218923,0
1,77,500.0,4057.834768128907,0.010268201897703052,0.010199958317257897,0.10999791586289492,0,0.9050428505063505,0.5008869147737635,2.254068989432318,-1.3498781555306814,0.7688538720688147,0.3993171188606198,0.7997956351785558,0.28379413888741517,0.01,0
1,78,500.0,3272.333401128328,0.012733013895313859,0.010199958317257897,0.10999791586289492,0,0.9566216771691545,0.5899822726675671,2.090251187677864,-0.7442117498160408,0.5086908792923255,0.23862879287280958,1.0047405087176604,0.40922308748587216,0.20397062855636303,0
1,83,500.0,500.0,0.08333333333333333,0.010199958317257897,0.10999791586289492,0,0.8705733218973244,0.7557653602724295,1.43256807036091,-0.08396652480013815,0.7873940087962028,0.3827718513510485,1.2356023225432402,0.4301292464530705,0.3916291989341595,0
1,91,500.0,4781.038459242294,0.008714982533997448,0.010199958317257897,0.10999791586289492,0,0.8799191843949471,0.598276350184419,2.3115488500002033,-0.5794740155265609,0.34168075904545336,0.2846894928127144,0.8718446014257261,0.4162216250581389,0.24554956947407158,0
